YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03
1931,6,25,,,,,,,,,,,,,,,,,61.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,7,1,,,,,,,,,,,,,,,,,66.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,7,9,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,7,17,,,,,,,,,,,,,,,,,70.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,7,25,,,,,,,,,,,,,,,,,75.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,8,1,,,,,,,,,,,,,,,,,76.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,8,9,,,,,,,,,,,,,,,,,73.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,8,17,,,,,,,,,,,,,,,,,80.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,8,25,,,,,,,,,,,,,,,,,84.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,9,1,,,,,,,,,,,,,,,,,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,9,9,,,,,,,,,,,,,,,,,81.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,9,17,,,,,,,,,,,,,,,,,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,9,25,,,,,,,,,,,,,,,,,62.959999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,10,1,,,,,,,,,,,,,,,,,61.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,10,9,,,,,,,,,,,,,,,,,49.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,10,17,,,,,,,,,,,,,,,,,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,10,25,,,,,,,,,,,,,,,,,60.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,11,1,,,,,,,,,,,,,,,,,51.620000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,11,9,,,,,,,,,,,,,,,,,55.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,11,17,,,,,,,,,,,,,,,,,31.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,11,25,,,,,,,,,,,,,,,,,30.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,12,1,,,,,,,,,,,,,,,,,17.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,12,9,,,,,,,,,,,,,,,,,25.880000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,12,17,,,,,,,,,,,,,,,,,25.880000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,12,25,,,,,,,,,,,,,,,,,9.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,1,1,,,,,,,,,,,,,,,,,28.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,1,9,,,,,,,,,,,,,,,,,28.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,1,17,,,,,,,,,,,,,,,,,39.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,1,25,,,,,,,,,,,,,,,,,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,2,1,,,,,,,,,,,,,,,,,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,2,9,,,,,,,,,,,,,,,,,28.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,2,17,,,,,,,,,,,,,,,,,33.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,2,25,,,,,,,,,,,,,,,,,17.779999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,3,1,,,,,,,,,,,,,,,,,36.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,3,9,,,,,,,,,,,,,,,,,31.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,3,17,,,,,,,,,,,,,,,,,43.519999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,3,25,,,,,,,,,,,,,,,,,36.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,4,1,,,,,,,,,,,,,,,,,53.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,4,9,,,,,,,,,,,,,,,,,42.980000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,4,17,,,,,,,,,,,,,,,,,64.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,4,25,,,,,,,,,,,,,,,,,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,5,1,,,,,,,,,,,,,,,,,60.440000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,5,9,,,,,,,,,,,,,,,,,58.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,5,17,,,,,,,,,,,,,,,,,63.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,5,25,,,,,,,,,,,,,,,,,58.459999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,6,1,,,,,,,,,,,,,,,,,55.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,6,9,,,,,,,,,,,,,,,,,46.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,6,17,,,,,,,,,,,,,,,,,68.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,6,22,,,,,,,,,,,,,,,,,1831.8200000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,6,23,,,,,,,,,,,,,,,,,32.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,6,25,,,,,,,,,,,,,,,,,60.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,7,1,,,,,,,,,,,,,,,,,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,7,9,,,,,,,,,,,,,,,,,70.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,7,17,,,,,,,,,,,,,,,,,66.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,7,25,,,,,,,,,,,,,,,,,77.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,8,1,,,,,,,,,,,,,,,,,68.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,8,9,,,,,,,,,,,,,,,,,77.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,8,17,,,,,,,,,,,,,,,,,62.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,8,25,,,,,,,,,,,,,,,,,78.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,9,1,,,,,,,,,,,,,,,,,65.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,9,9,,,,,,,,,,,,,,,,,76.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,9,17,,,,,,,,,,,,,,,,,67.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,9,25,,,,,,,,,,,,,,,,,71.24000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,10,1,,,,,,,,,,,,,,,,,65.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,10,9,,,,,,,,,,,,,,,,,60.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,10,17,,,,,,,,,,,,,,,,,51.620000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,10,25,,,,,,,,,,,,,,,,,56.120000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,11,1,,,,,,,,,,,,,,,,,43.879999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,11,9,,,,,,,,,,,,,,,,,50.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,11,17,,,,,,,,,,,,,,,,,33.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,11,25,,,,,,,,,,,,,,,,,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,12,1,,,,,,,,,,,,,,,,,39.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,12,9,,,,,,,,,,,,,,,,,28.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,12,17,,,,,,,,,,,,,,,,,3.3800000000000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,12,25,,,,,,,,,,,,,,,,,13.279999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,1,1,,,,,,,,,,,,,,,,,28.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,1,9,,,,,,,,,,,,,,,,,43.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,1,17,,,,,,,,,,,,,,,,,30.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,1,25,,,,,,,,,,,,,,,,,25.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,2,1,,,,,,,,,,,,,,,,,27.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,2,9,,,,,,,,,,,,,,,,,19.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,2,17,,,,,,,,,,,,,,,,,8.779999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,2,25,,,,,,,,,,,,,,,,,26.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,3,1,,,,,,,,,,,,,,,,,45.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,3,9,,,,,,,,,,,,,,,,,34.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,3,17,,,,,,,,,,,,,,,,,46.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,3,25,,,,,,,,,,,,,,,,,45.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,4,1,,,,,,,,,,,,,,,,,41.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,4,9,,,,,,,,,,,,,,,,,46.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,4,17,,,,,,,,,,,,,,,,,42.980000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,4,25,,,,,,,,,,,,,,,,,49.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,5,1,,,,,,,,,,,,,,,,,49.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,5,9,,,,,,,,,,,,,,,,,44.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,5,17,,,,,,,,,,,,,,,,,50.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,5,25,,,,,,,,,,,,,,,,,51.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,6,1,,,,,,,,,,,,,,,,,66.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,6,9,,,,,,,,,,,,,,,,,62.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,6,17,,,,,,,,,,,,,,,,,70.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,6,25,,,,,,,,,,,,,,,,,83.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,7,1,,,,,,,,,,,,,,,,,67.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,7,9,,,,,,,,,,,,,,,,,75.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,7,17,,,,,,,,,,,,,,,,,72.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,7,25,,,,,,,,,,,,,,,,,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,1,,,,,,,,,,,,,,,,,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,3,,,,,,,,,,,,,,,,,211.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,4,,,,,,,,,,,,,,,,,-147.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,6,,,,,,,,,,,,,,,,,1831.8200000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,7,,,,,,,,,,,,,,,,,14.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,8,,,,,,,,,,,,,,,,,49.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,9,,,,,,,,,,,,,,,,,-1767.8200000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,10,,,,,,,,,,,,,,,,,30.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,11,,,,,,,,,,,,,,,,,211.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,12,,,,,,,,,,,,,,,,,-147.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,14,,,,,,,,,,,,,,,,,1831.8200000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,15,,,,,,,,,,,,,,,,,14.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,16,,,,,,,,,,,,,,,,,49.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,17,,,,,,,,,,,,,,,,,-1767.8200000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,18,,,,,,,,,,,,,,,,,30.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,19,,,,,,,,,,,,,,,,,211.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,20,,,,,,,,,,,,,,,,,-147.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,22,,,,,,,,,,,,,,,,,1831.8200000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,23,,,,,,,,,,,,,,,,,14.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,24,,,,,,,,,,,,,,,,,49.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,25,,,,,,,,,,,,,,,,,-1767.8200000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,26,,,,,,,,,,,,,,,,,30.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,27,,,,,,,,,,,,,,,,,211.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,28,,,,,,,,,,,,,,,,,-147.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,30,,,,,,,,,,,,,,,,,1831.8200000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,8,31,,,,,,,,,,,,,,,,,14.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,9,1,,,,,,,,,,,,,,,,,62.959999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,9,9,,,,,,,,,,,,,,,,,68.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,9,17,,,,,,,,,,,,,,,,,63.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,9,25,,,,,,,,,,,,,,,,,60.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,10,1,,,,,,,,,,,,,,,,,49.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,10,9,,,,,,,,,,,,,,,,,59.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,10,17,,,,,,,,,,,,,,,,,53.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,10,25,,,,,,,,,,,,,,,,,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,11,1,,,,,,,,,,,,,,,,,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,11,9,,,,,,,,,,,,,,,,,35.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,11,17,,,,,,,,,,,,,,,,,42.260000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,11,25,,,,,,,,,,,,,,,,,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,12,1,,,,,,,,,,,,,,,,,30.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,12,9,,,,,,,,,,,,,,,,,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,12,17,,,,,,,,,,,,,,,,,46.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,12,25,,,,,,,,,,,,,,,,,28.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,1,1,,,,,,,,,,,,,,,,,49.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,1,9,,,,,,,,,,,,,,,,,32.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,1,17,,,,,,,,,,,,,,,,,32.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,1,25,,,,,,,,,,,,,,,,,37.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,2,1,,,,,,,,,,,,,,,,,43.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,2,9,,,,,,,,,,,,,,,,,42.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,2,17,,,,,,,,,,,,,,,,,35.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,2,25,,,,,,,,,,,,,,,,,46.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,3,1,,,,,,,,,,,,,,,,,48.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,3,9,,,,,,,,,,,,,,,,,50.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,3,17,,,,,,,,,,,,,,,,,48.379999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,3,25,,,,,,,,,,,,,,,,,53.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,4,1,,,,,,,,,,,,,,,,,47.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,4,9,,,,,,,,,,,,,,,,,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,4,17,,,,,,,,,,,,,,,,,61.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,4,25,,,,,,,,,,,,,,,,,53.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,5,1,,,,,,,,,,,,,,,,,54.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,5,9,,,,,,,,,,,,,,,,,66.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,5,17,,,,,,,,,,,,,,,,,62.059999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,5,25,,,,,,,,,,,,,,,,,69.25999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,6,1,,,,,,,,,,,,,,,,,53.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,6,9,,,,,,,,,,,,,,,,,64.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,6,17,,,,,,,,,,,,,,,,,74.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,6,25,,,,,,,,,,,,,,,,,66.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,7,1,,,,,,,,,,,,,,,,,73.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,7,9,,,,,,,,,,,,,,,,,77.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,7,17,,,,,,,,,,,,,,,,,73.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,7,25,,,,,,,,,,,,,,,,,80.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,8,1,,,,,,,,,,,,,,,,,72.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,8,9,,,,,,,,,,,,,,,,,74.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,8,17,,,,,,,,,,,,,,,,,78.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,8,25,,,,,,,,,,,,,,,,,84.38000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,9,1,,,,,,,,,,,,,,,,,70.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,9,9,,,,,,,,,,,,,,,,,73.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,9,17,,,,,,,,,,,,,,,,,64.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,9,25,,,,,,,,,,,,,,,,,61.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,10,1,,,,,,,,,,,,,,,,,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,10,9,,,,,,,,,,,,,,,,,56.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,10,17,,,,,,,,,,,,,,,,,61.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,10,25,,,,,,,,,,,,,,,,,45.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,11,1,,,,,,,,,,,,,,,,,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,11,9,,,,,,,,,,,,,,,,,55.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,11,17,,,,,,,,,,,,,,,,,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
