YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,DAPR,FMTM,MDPR,PGTM,PRCP,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01
1969,12,22,100.0,100.0,,,,,,,,,,135.0,,,,,0.0,,39.92,33.98,,10.0,,,,,,94.0,,,,,1.0,9999.0,,9999.0,9999.0,9999.0,,1.0,9999.0,,,,,1.0,,1.0,,,,
1969,12,23,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,,-99.0,,-99.0,-99.0,-99.0,,,-99.0,,,,,,,,,,,
1969,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,99.0,99.0,99.0,,,99.0,,,,,,,,,,,
1969,12,25,40.0,30.0,,,,,,,,,,0.0,,,,0.0,0.0,,35.06,26.96,,310.0,,,,,,94.0,,,,,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,,,,,-9999.0,,-9999.0,,,,
1969,12,26,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,,-9.0,-9.0,-9.0,,-9.0,-9.0,,,,,-9.0,,-9.0,,,,
1969,12,27,10.0,20.0,,,,,,,,,,0.0,,,,0.0,0.0,,33.98,24.08,,340.0,,,,,,72.0,,,,,999.0,999.0,,999.0,999.0,999.0,,999.0,999.0,,,,,999.0,,999.0,,,,
1969,12,28,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,-999.0,,-999.0,-999.0,-999.0,,,-999.0,,,,,-999.0,,,,,,
1969,12,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,
1969,12,30,50.0,40.0,,,,,,,,,,8.0,,,,,0.0,,42.08,35.06,,300.0,,,,,,112.0,,,,,9999.0,9999.0,,1.0,9999.0,9999.0,,1.0,9999.0,,,,,9999.0,,1.0,,,,
1969,12,31,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,-99.0,-99.0,,,-99.0,-99.0,,,-99.0,,,,,-99.0,,,,,,
1970,1,1,80.0,90.0,,,,,,,,,,0.0,,,,0.0,0.0,,28.04,21.92,,330.0,,,,,,63.0,,,,,-9999.0,-9999.0,,,,,,1.0,-9999.0,,,,,-9999.0,,-9999.0,,,,
1970,1,2,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,,,,,,,-9.0,,,,,-9.0,,-9.0,,,,
1970,1,3,30.0,20.0,,,,,,,,,,0.0,,,,0.0,0.0,,30.92,21.92,,290.0,,,,,,80.0,,,,,999.0,999.0,,,,,,999.0,999.0,,,,,999.0,,999.0,,,,
1970,1,4,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,,-999.0,,,,,,,,,,,
1970,1,6,10.0,20.0,,,,,,,,,,,,,,,0.0,,30.92,23.0,,300.0,,,,,,80.0,,,,,9999.0,9999.0,,,,,,9999.0,9999.0,,,,,9999.0,,1.0,,,,
1970,1,7,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,-99.0,-99.0,,,,,,,-99.0,,,,,-99.0,,,,,,
1970,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,,99.0,,,,,99.0,,99.0,,,,
1970,1,9,100.0,100.0,,,,,,,,,,10.0,,,,8.0,0.0,,35.96,28.04,,40.0,,,,,,89.0,,,,,-9999.0,-9999.0,,,,,,1.0,-9999.0,,,,,-9999.0,,1.0,,,,
1970,1,10,,,,,,,,,,,,0.0,,,,0.0,,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,,,,,,,-9.0,,,,,-9.0,,,,,,
1970,1,11,100.0,100.0,,,,,,,,,,30.0,,,,30.0,51.0,,28.04,21.92,,40.0,,,,,,98.0,,,,,999.0,999.0,,,,,,999.0,999.0,,,,,999.0,,1.0,,,,
1970,1,12,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,,,,,,,-999.0,,,,,,
1970,1,14,0.0,0.0,,,,,,,,,,0.0,,,,0.0,51.0,,15.079999999999998,6.080000000000002,,300.0,,,,,,112.0,,,,,9999.0,9999.0,,,,,,9999.0,9999.0,,,,,9999.0,,9999.0,,,,
1970,1,15,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,-99.0,-99.0,,,,,,-99.0,-99.0,,,,,-99.0,,-99.0,,,,
1970,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,99.0,99.0,,,,,99.0,,99.0,,,,
1970,1,17,50.0,50.0,,,,,,,,,,0.0,,,,0.0,0.0,,28.94,21.02,,270.0,,,,,,89.0,,,,,-9999.0,-9999.0,,,,,,-9999.0,-9999.0,,,,,-9999.0,,-9999.0,,,,
1970,1,18,,,,,,,,,,,,0.0,,,,0.0,,,32.0,32.0,,,,,,,,,,,,,,-9.0,,,,,,,-9.0,,,,,-9.0,,,,,,
1970,1,19,90.0,100.0,,,,,,,,,,33.0,,,,41.0,25.0,,30.92,24.08,,300.0,,,,,,63.0,,,,,1.0,999.0,,,,,,1.0,999.0,,,,,999.0,,1.0,,,,
1970,1,20,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,-999.0,,,,,,,-999.0,,,,,-999.0,,,,,,
1970,1,22,10.0,0.0,,,,,,,,,,0.0,,,,0.0,,,26.060000000000002,15.979999999999997,,300.0,,,,,,130.0,,,,,9999.0,9999.0,,,,,,9999.0,9999.0,,,,,9999.0,,9999.0,,,,
1970,1,23,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,-99.0,-99.0,,,,,,-99.0,-99.0,,,,,-99.0,,-99.0,,,,
1970,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,99.0,99.0,,,,,99.0,,99.0,,,,
1970,1,25,40.0,20.0,,,,,,,,,,0.0,,,,0.0,0.0,,35.96,21.02,,250.0,,,,,,67.0,,,,,-9999.0,-9999.0,,,,,,1.0,-9999.0,,,,,-9999.0,,-9999.0,,,,
1970,1,26,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,,,,,,,-9.0,,,,,,,-9.0,,,,
1970,1,27,90.0,90.0,,,,,,,,,,5.0,,,,0.0,0.0,,42.980000000000004,30.02,,250.0,,,,,,63.0,,,,,999.0,999.0,,,,,,1.0,999.0,,,,,1.0,,999.0,,,,
1970,1,28,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,-999.0,,,,
1970,1,30,20.0,40.0,,,,,,,,,,0.0,,,,0.0,0.0,,24.98,15.979999999999997,,10.0,,,,,,76.0,,,,,9999.0,9999.0,,,,,,1.0,9999.0,,,,,9999.0,,9999.0,,,,
1970,1,31,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,-99.0,-99.0,,,,,,,-99.0,,,,,-99.0,,,,,,
1970,2,1,30.0,50.0,,,,,,,,,,0.0,,,,0.0,0.0,,48.02,33.98,,260.0,,,,,,98.0,,,,,-9999.0,-9999.0,,-9999.0,,-9999.0,,-9999.0,-9999.0,,,,,-9999.0,,-9999.0,,,,
1970,2,2,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,-9.0,,-9.0,,,-9.0,,,,,,,-9.0,,,,
1970,2,3,90.0,100.0,,,,,,,,,,28.0,,,,0.0,0.0,,48.92,35.96,,160.0,,,,,,143.0,,,,,1.0,1.0,,999.0,,999.0,,1.0,999.0,,,,,1.0,,999.0,,,,
1970,2,4,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,
1970,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,
1970,2,6,20.0,0.0,,,,,,,,,,36.0,,,,15.0,25.0,,24.08,12.920000000000002,,310.0,,,,,,139.0,,,,,1.0,9999.0,,9999.0,,1.0,,9999.0,1.0,,,,,9999.0,,1.0,,,,
1970,2,7,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,,-99.0,,-99.0,,,,,,,,,,,,,,,,
1970,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,99.0,,99.0,,,99.0,,,,,,,,,,,
1970,2,9,100.0,100.0,,,,,,,,,,0.0,,,,0.0,0.0,,37.04,32.0,,220.0,,,,,,36.0,,,,,-9999.0,-9999.0,,-9999.0,,-9999.0,,1.0,-9999.0,,,,,-9999.0,,1.0,,,,
1970,2,10,,,,,,,,,,,,,,,,,,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,,-9.0,,-9.0,,,-9.0,,,,,-9.0,,,,,,
1970,2,11,30.0,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,42.08,30.02,,30.0,,,,,,40.0,,,,,999.0,999.0,,999.0,,999.0,,1.0,999.0,,,,,999.0,,999.0,,,,
1970,2,12,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,-999.0,,-999.0,,-999.0,,,-999.0,,,,,-999.0,,-999.0,,,,
1970,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,
1970,2,14,100.0,100.0,,,,,,,,,,,,,,0.0,0.0,,41.0,33.08,,70.0,,,,,,67.0,,,,,9999.0,9999.0,,9999.0,,9999.0,,1.0,9999.0,,,,,1.0,,9999.0,,,,
1970,2,15,,,,,,,,,,,,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,-99.0,,-99.0,,,-99.0,,,,,,,-99.0,,,,
1970,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,99.0,99.0,,,,,,,99.0,,,,
1970,2,17,100.0,90.0,,,,,,,,,,0.0,,,,0.0,0.0,,44.96,35.96,,270.0,,,,,,134.0,,,,,1.0,1.0,,-9999.0,,-9999.0,,-9999.0,-9999.0,,,,,-9999.0,,-9999.0,,,,
1970,2,18,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,-9.0,,,,,-9.0,,-9.0,,,,
1970,2,19,40.0,30.0,,,,,,,,,,0.0,,,,0.0,0.0,,37.04,30.02,,270.0,,,,,,134.0,,,,,999.0,999.0,,999.0,,999.0,,999.0,999.0,,,,,999.0,,999.0,,,,
1970,2,20,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,-999.0,-999.0,,-999.0,,-999.0,,-999.0,,,,,,-999.0,,,,,,
1970,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,
1970,2,22,70.0,90.0,,,,,,,,,,28.0,,,,41.0,0.0,,24.08,17.06,,60.0,,,,,,67.0,,,,,9999.0,9999.0,,9999.0,,9999.0,,1.0,9999.0,,,,,9999.0,,1.0,,,,
1970,2,23,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,,-99.0,,,,,,,-99.0,,,,,,,,,,,
1970,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,99.0,,,,,,,,,,,
1970,2,25,90.0,80.0,,,,,,,,,,0.0,,,,0.0,51.0,,35.06,28.94,,330.0,,,,,,94.0,,,,,-9999.0,-9999.0,,-9999.0,,-9999.0,,1.0,-9999.0,,,,,-9999.0,,-9999.0,,,,
1970,2,26,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,,-9.0,,-9.0,,,-9.0,,,,,-9.0,,-9.0,,,,
1970,2,27,80.0,80.0,,,,,,,,,,0.0,,,,0.0,,,39.02,26.96,,30.0,,,,,,67.0,,,,,999.0,999.0,,999.0,,999.0,,1.0,999.0,,,,,999.0,,999.0,,,,
1970,2,28,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,,-999.0,,,,,-999.0,,-999.0,,,,
1970,2,30,50.0,60.0,,,,,,,,,,0.0,,,,0.0,0.0,,48.02,26.96,,320.0,,,,,,107.0,,,,,1.0,1.0,,9999.0,,9999.0,,1.0,9999.0,,,,,9999.0,,9999.0,,,,
1970,2,31,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,,,,-99.0,,-99.0,,,-99.0,,,,,-99.0,,-99.0,,,,
1970,3,1,40.0,20.0,,,,,,,,,,0.0,,,,0.0,0.0,,35.96,24.98,,180.0,,,,,,72.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,,,1.0,-9999.0,,,,,-9999.0,,-9999.0,,,,
1970,3,2,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,-9.0,-9.0,,,,,-9.0,,,,,-9.0,,,,,,
1970,3,3,100.0,100.0,,,,,,,,,,,,,,,,,44.96,33.08,,50.0,,,,,,76.0,,,,,999.0,999.0,999.0,999.0,,,,1.0,999.0,,,,,999.0,,1.0,,,,
1970,3,4,,,,,,,,,,,,0.0,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,-999.0,-999.0,-999.0,-999.0,,,,,-999.0,,,,,-999.0,,,,,,
1970,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,9.0,,,,,,
1970,3,6,100.0,100.0,,,,,,,,,,112.0,,,,0.0,0.0,,37.04,35.06,,120.0,,,,,,76.0,,,,,1.0,9999.0,9999.0,9999.0,,,,1.0,9999.0,,,,,1.0,,9999.0,,,,
1970,3,7,,,,,,,,,,,,0.0,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,-99.0,-99.0,,,,,-99.0,,,,,,,-99.0,,,,
1970,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,99.0,,,,,,,99.0,,,,
1970,3,9,90.0,100.0,,,,,,,,,,0.0,,,,0.0,0.0,,41.0,33.98,,360.0,,,,,,94.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,,,-9999.0,-9999.0,,,,,1.0,,-9999.0,,,,
1970,3,10,,,,,,,,,,,,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,-9.0,-9.0,,,,,-9.0,,,,,,,-9.0,,,,
1970,3,11,60.0,60.0,,,,,,,,,,,,,,0.0,0.0,,44.96,30.02,,280.0,,,,,,89.0,,,,,999.0,999.0,999.0,999.0,,,,1.0,999.0,,,,,1.0,,999.0,,,,
1970,3,12,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,-999.0,-999.0,-999.0,,,,,-999.0,,,,,,,-999.0,,,,
1970,3,14,0.0,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,37.94,21.92,,340.0,,,,,,98.0,,,,,9999.0,9999.0,9999.0,9999.0,,,,9999.0,9999.0,,,,,9999.0,,9999.0,,,,
1970,3,15,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,,,,-99.0,-99.0,,,,,-99.0,,-99.0,,,,
1970,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,99.0,,,,99.0,99.0,,,,,99.0,,99.0,,,,
1970,3,17,10.0,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,44.06,26.96,,290.0,,,,,,107.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,,,-9999.0,-9999.0,,,,,-9999.0,,-9999.0,,,,
1970,3,18,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-9.0,-9.0,,,,,,-9.0,,,,,,,-9.0,,,,
1970,3,19,80.0,100.0,,,,,,,,,,97.0,,,,,0.0,,37.94,33.08,,280.0,,,,,,72.0,,,,,1.0,999.0,999.0,1.0,,,,1.0,999.0,,,,,1.0,,999.0,,,,
1970,3,20,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,-999.0,,,,,,,-999.0,,,,
1970,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,
1970,3,22,70.0,70.0,,,,,,,,,,,,,,,,,41.0,30.02,,280.0,,,,,,98.0,,,,,9999.0,9999.0,9999.0,9999.0,,,,9999.0,9999.0,,,,,9999.0,,1.0,,,,
1970,3,23,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,-99.0,-99.0,-99.0,-99.0,,,,-99.0,-99.0,,,,,-99.0,,,,,,
1970,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,99.0,,,,99.0,99.0,,,,,99.0,,99.0,,,,
1970,3,25,30.0,50.0,,,,,,,,,,0.0,,,,0.0,0.0,,35.96,26.060000000000002,,300.0,,,,,,98.0,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,,,-9999.0,-9999.0,,,,,-9999.0,,-9999.0,,,,
1970,3,26,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,-9.0,-9.0,,,,-9.0,-9.0,,,,,-9.0,,-9.0,,,,
1970,3,27,40.0,40.0,,,,,,,,,,0.0,,,,0.0,0.0,,42.08,28.04,,240.0,,,,,,89.0,,,,,999.0,999.0,999.0,999.0,,,,999.0,999.0,,,,,999.0,,999.0,,,,
1970,3,28,,,,,,,,,,,,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,-999.0,-999.0,,,,,-999.0,,,,,,,,,,,
1970,3,30,70.0,80.0,,,,,,,,,,3.0,,,,0.0,0.0,,50.0,33.98,,360.0,,,,,,67.0,,,,,1.0,9999.0,9999.0,9999.0,,,,1.0,9999.0,,,,,1.0,,9999.0,,,,
1970,3,31,,,,,,,,,,,,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-99.0,-99.0,,,,,,-99.0,,,,,,,-99.0,,,,
1970,4,1,70.0,70.0,,,,,,,,,,3.0,,,,0.0,0.0,,42.980000000000004,30.92,,150.0,,,,,,63.0,,,,,-9999.0,-9999.0,-9999.0,,,,,1.0,,,,,,1.0,,,,,,
1970,4,2,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,4,3,90.0,100.0,,,,,,,,,,343.0,,,,0.0,0.0,,53.96,37.04,,260.0,,,,,,197.0,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,
1970,4,4,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,4,6,60.0,70.0,,,,,,,,,,0.0,,,,0.0,0.0,,53.96,41.0,,290.0,,,,,,94.0,,,,,9999.0,9999.0,9999.0,,,,,9999.0,,,,,,9999.0,,,,,,
1970,4,7,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-99.0,-99.0,-99.0,,,,,-99.0,,,,,,-99.0,,,,,,
1970,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,99.0,,,,,,99.0,,,,,,
1970,4,9,70.0,80.0,,,,,,,,,,5.0,,,,0.0,0.0,,44.96,32.0,,120.0,,,,,,72.0,,,,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,1.0,,,,,,
1970,4,10,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-9.0,-9.0,,,,,-9.0,,,,,,,,,,,,
1970,4,11,50.0,40.0,,,,,,,,,,0.0,,,,0.0,0.0,,55.94,35.96,,330.0,,,,,,94.0,,,,,1.0,999.0,999.0,,,,,999.0,,,,,,999.0,,,,,,
1970,4,12,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,-999.0,,,,,,-999.0,,,,,,
1970,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,9.0,,,,,,
1970,4,14,60.0,80.0,,,,,,,,,,3.0,,,,0.0,0.0,,69.98,46.04,,290.0,,,,,,161.0,,,,,9999.0,9999.0,9999.0,,,,,1.0,,,,,,1.0,,,,,,
1970,4,15,,,,,,,,,,,,0.0,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,
1970,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,99.0,,,,,,,,,,,,
1970,4,17,10.0,10.0,,,,,,,,,,0.0,,,,0.0,0.0,,50.0,33.08,,290.0,,,,,,112.0,,,,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,-9999.0,,,,,,
1970,4,18,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,-9.0,,,,,-9.0,,,,,,-9.0,,,,,,
1970,4,19,0.0,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,60.08,35.96,,340.0,,,,,,80.0,,,,,999.0,999.0,999.0,,,,,999.0,,,,,,999.0,,,,,,
1970,4,20,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,-999.0,-999.0,,,,,-999.0,,,,,,-999.0,,,,,,
1970,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,9.0,,,,,,
1970,4,22,80.0,100.0,,,,,,,,,,20.0,,,,0.0,0.0,,50.0,39.02,,70.0,,,,,,103.0,,,,,9999.0,9999.0,9999.0,,,,,1.0,,,,,,1.0,,,,,,
1970,4,23,,,,,,,,,,,,0.0,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,
1970,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,99.0,,,,,,,,,,,,
1970,4,25,20.0,10.0,,,,,,,,,,0.0,,,,0.0,0.0,,60.08,44.06,,110.0,,,,,,72.0,,,,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,-9999.0,,,,,,
1970,4,26,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-9.0,-9.0,,,,,-9.0,,,,,,,,,,,,
1970,4,27,80.0,70.0,,,,,,,,,,3.0,,,,0.0,0.0,,55.04,42.980000000000004,,180.0,,,,,,80.0,,,,,1.0,999.0,999.0,,,,,999.0,,,,,,1.0,,,,,,
1970,4,28,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-999.0,,,,,-999.0,,,,,,,,,,,,
1970,4,30,60.0,70.0,,,,,,,,,,,,,,0.0,0.0,,57.92,44.06,,360.0,,,,,,80.0,,,,,9999.0,9999.0,9999.0,,,,,9999.0,,,,,,1.0,,,,,,
1970,4,31,,,,,,,,,,,,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-99.0,-99.0,,,,,,,,,,,,,,,,,
1970,5,1,70.0,60.0,,,,,,,,,,0.0,,,,0.0,0.0,,62.959999999999994,48.02,,180.0,,,,,,98.0,,,,,1.0,1.0,-9999.0,,,,,1.0,,,,,,-9999.0,,,,,,
1970,5,2,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,-9.0,,,,,,,,,,,-9.0,,,,,,
1970,5,3,60.0,70.0,,,,,,,,,,0.0,,,,0.0,0.0,,66.02,53.06,,180.0,,,,,,116.0,,,,,999.0,999.0,999.0,,,,,1.0,,,,,,999.0,,,,,,
1970,5,4,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,-999.0,-999.0,,,,,,,,,,,,,,,,,
1970,5,6,100.0,100.0,,,,,,,,,,,,,,0.0,0.0,,62.059999999999995,51.08,,40.0,,,,,,54.0,,,,,9999.0,9999.0,9999.0,,,,,9999.0,,,,,,1.0,,,,,,
1970,5,7,,,,,,,,,,,,0.0,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,
1970,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,,,,,,,99.0,,,,,,
1970,5,9,70.0,70.0,,,,,,,,,,0.0,,,,0.0,0.0,,57.02,42.980000000000004,,320.0,,,,,,130.0,,,,,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,1.0,,,,,,
1970,5,10,,,,,,,,,,,,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,-9.0,,,,,-9.0,,,,,,,,,,,,
1970,5,11,0.0,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,60.980000000000004,37.94,,300.0,,,,,,112.0,,,,,999.0,999.0,999.0,,,,,999.0,,,,,,999.0,,,,,,
1970,5,12,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,-999.0,-999.0,,,,,,,,,,,,,,,,,
1970,5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,
1970,5,14,40.0,20.0,,,,,,,,,,0.0,,,,0.0,0.0,,82.04,53.06,,180.0,,,,,,80.0,,,,,1.0,9999.0,9999.0,,,,,1.0,,,,,,9999.0,,,,,,
1970,5,15,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,-99.0,-99.0,,,,,,,,,,,-99.0,,,,,,
1970,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,,,,,,,99.0,,,,,,
1970,5,17,60.0,60.0,,,,,,,,,,0.0,,,,0.0,0.0,,84.91999999999999,60.980000000000004,,180.0,,,,,,76.0,,,,,-9999.0,-9999.0,-9999.0,,,,,1.0,,,,,,-9999.0,,,,,,
1970,5,18,,,,,,,,,,,,0.0,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,-9.0,,,,,,,,,,,-9.0,,,,,,
1970,5,19,40.0,40.0,,,,,,,,,,0.0,,,,0.0,0.0,,84.91999999999999,59.0,,160.0,,,,,,63.0,,,,,999.0,999.0,999.0,,,,,1.0,,,,,,999.0,,,,,,
1970,5,20,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,-999.0,-999.0,,,,,,,,,,,-999.0,,,,,,
1970,5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,9.0,,,,,,
