YEAR,MONTH,DAY,ACMC,ACMH,ACSC,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03,WV20
1943,6,1,,,,,,,,,,,,,,,,,,,71.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,6,9,,,,,,,,,,,,,,,,,,,62.059999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,6,17,,,,,,,,,,,,,,,,,,,66.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,6,25,,,,,,,,,,,,,,,,,,,72.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,7,1,,,,,,,,,,,,,,,,,,,63.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,7,9,,,,,,,,,,,,,,,,,,,72.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,7,17,,,,,,,,,,,,,,,,,,,74.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,7,25,,,,,,,,,,,,,,,,,,,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,8,1,,,,,,,,,,,,,,,,,,,78.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,8,9,,,,,,,,,,,,,,,,,,,69.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,8,17,,,,,,,,,,,,,,,,,,,77.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,8,25,,,,,,,,,,,,,,,,,,,72.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,9,1,,,,,,,,,,,,,,,,,,,79.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,9,9,,,,,,,,,,,,,,,,,,,72.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,9,17,,,,,,,,,,,,,,,,,,,51.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,9,25,,,,,,,,,,,,,,,,,,,57.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,10,1,,,,,,,,,,,,,,,,,,,62.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,10,9,,,,,,,,,,,,,,,,,,,56.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,10,17,,,,,,,,,,,,,,,,,,,53.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,10,25,,,,,,,,,,,,,,,,,,,41.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,11,1,,,,,,,,,,,,,,,,,,,53.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,11,9,,,,,,,,,,,,,,,,,,,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,11,17,,,,,,,,,,,,,,,,,,,34.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,11,25,,,,,,,,,,,,,,,,,,,27.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,12,1,,,,,,,,,,,,,,,,,,,34.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,12,9,,,,,,,,,,,,,,,,,,,39.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,12,17,,,,,,,,,,,,,,,,,,,24.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,12,25,,,,,,,,,,,,,,,,,,,17.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,1,1,,,,,,,,,,,,,,,,,,,25.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,1,9,,,,,,,,,,,,,,,,,,,30.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,1,17,,,,,,,,,,,,,,,,,,,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,1,25,,,,,,,,,,,,,,,,,,,27.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,2,1,,,,,,,,,,,,,,,,,,,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,2,9,,,,,,,,,,,,,,,,,,,28.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,2,17,,,,,,,,,,,,,,,,,,,18.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,2,25,,,,,,,,,,,,,,,,,,,24.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,3,1,,,,,,,,,,,,,,,,,,,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,3,9,,,,,,,,,,,,,,,,,,,30.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,3,17,,,,,,,,,,,,,,,,,,,40.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,3,25,,,,,,,,,,,,,,,,,,,35.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,4,1,,,,,,,,,,,,,,,,,,,39.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,4,9,,,,,,,,,,,,,,,,,,,39.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,4,17,,,,,,,,,,,,,,,,,,,38.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,4,25,,,,,,,,,,,,,,,,,,,36.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,5,1,,,,,,,,,,,,,,,,,,,60.980000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,5,9,,,,,,,,,,,,,,,,,,,49.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,5,17,,,,,,,,,,,,,,,,,,,59.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,5,25,,,,,,,,,,,,,,,,,,,65.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,6,1,,,,,,,,,,,,,,,,,,,75.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,6,9,,,,,,,,,,,,,,,,,,,63.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,6,17,,,,,,,,,,,,,,,,,,,62.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,6,25,,,,,,,,,,,,,,,,,,,80.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,7,1,,,,,,,,,,,,,,,,,,,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,7,9,,,,,,,,,,,,,,,,,,,78.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,7,17,,,,,,,,,,,,,,,,,,,78.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,7,25,,,,,,,,,,,,,,,,,,,74.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,8,1,,,,,,,,,,,,,,,,,,,79.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,8,9,,,,,,,,,,,,,,,,,,,75.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,8,17,,,,,,,,,,,,,,,,,,,83.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,8,25,,,,,,,,,,,,,,,,,,,78.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,9,1,,,,,,,,,,,,,,,,,,,69.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,9,9,,,,,,,,,,,,,,,,,,,64.75999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,9,17,,,,,,,,,,,,,,,,,,,66.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,9,25,,,,,,,,,,,,,,,,,,,64.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,10,1,,,,,,,,,,,,,,,,,,,57.379999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,10,9,,,,,,,,,,,,,,,,,,,71.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,10,17,,,,,,,,,,,,,,,,,,,47.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,10,25,,,,,,,,,,,,,,,,,,,45.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,11,1,,,,,,,,,,,,,,,,,,,61.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,11,9,,,,,,,,,,,,,,,,,,,31.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,11,17,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,11,25,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,12,1,,,,,,,,,,,,,,,,,,,25.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,12,9,,,,,,,,,,,,,,,,,,,36.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,12,17,,,,,,,,,,,,,,,,,,,31.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,12,25,,,,,,,,,,,,,,,,,,,29.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,1,1,,,,,,,,,,,,,,,,,,,27.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,1,9,,,,,,,,,,,,,,,,,,,12.559999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,1,17,,,,,,,,,,,,,,,,,,,11.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,1,25,,,,,,,,,,,,,,,,,,,24.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,2,1,,,,,,,,,,,,,,,,,,,17.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,2,9,,,,,,,,,,,,,,,,,,,28.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,2,17,,,,,,,,,,,,,,,,,,,29.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,2,25,,,,,,,,,,,,,,,,,,,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,3,1,,,,,,,,,,,,,,,,,,,29.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,3,9,,,,,,,,,,,,,,,,,,,41.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,3,17,,,,,,,,,,,,,,,,,,,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,3,25,,,,,,,,,,,,,,,,,,,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,4,1,,,,,,,,,,,,,,,,,,,55.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,4,9,,,,,,,,,,,,,,,,,,,40.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,4,17,,,,,,,,,,,,,,,,,,,63.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,4,25,,,,,,,,,,,,,,,,,,,54.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,5,1,,,,,,,,,,,,,,,,,,,42.260000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,5,9,,,,,,,,,,,,,,,,,,,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,5,17,,,,,,,,,,,,,,,,,,,44.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,5,25,,,,,,,,,,,,,,,,,,,46.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,6,1,,,,,,,,,,,,,,,,,,,49.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,6,9,,,,,,,,,,,,,,,,,,,55.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,6,17,,,,,,,,,,,,,,,,,,,69.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,6,25,,,,,,,,,,,,,,,,,,,71.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,7,1,,,,,,,,,,,,,,,,,,,73.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,7,9,,,,,,,,,,,,,,,,,,,70.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,7,17,,,,,,,,,,,,,,,,,,,60.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,7,25,,,,,,,,,,,,,,,,,,,61.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,8,1,,,,,,,,,,,,,,,,,,,78.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,8,9,,,,,,,,,,,,,,,,,,,69.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,8,17,,,,,,,,,,,,,,,,,,,72.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,8,25,,,,,,,,,,,,,,,,,,,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,9,1,,,,,,,,,,,,,,,,,,,74.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,9,9,,,,,,,,,,,,,,,,,,,73.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,9,17,,,,,,,,,,,,,,,,,,,61.519999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,9,25,,,,,,,,,,,,,,,,,,,55.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,10,1,,,,,,,,,,,,,,,,,,,60.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,10,9,,,,,,,,,,,,,,,,,,,56.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,10,17,,,,,,,,,,,,,,,,,,,47.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,10,25,,,,,,,,,,,,,,,,,,,51.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,11,1,,,,,,,,,,,,,,,,,,,44.239999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,11,9,,,,,,,,,,,,,,,,,,,52.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,11,17,,,,,,,,,,,,,,,,,,,34.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,11,25,,,,,,,,,,,,,,,,,,,39.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,12,1,,,,,,,,,,,,,,,,,,,31.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,12,9,,,,,,,,,,,,,,,,,,,30.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,12,17,,,,,,,,,,,,,,,,,,,21.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,12,25,,,,,,,,,,,,,,,,,,,3.3800000000000026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,12,30,,,,,,,,,,,,,,,,,,,1831.8200000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,12,31,,,,,,,,,,,,,,,,,,,14.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,1,1,,,,,,,,,,,,,,,,,,,-1767.8200000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,1,2,,,,,,,,,,,,,,,,,,,30.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,1,3,,,,,,,,,,,,,,,,,,,211.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,1,4,,,,,,,,,,,,,,,,,,,-147.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,1,6,,,,,,,,,,,,,,,,,,,1831.8200000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,1,7,,,,,,,,,,,,,,,,,,,14.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,1,8,,,,,,,,,,,,,,,,,,,49.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,1,9,,,,,,,,,,,,,,,,,,,-1767.8200000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,1,10,,,,,,,,,,,,,,,,,,,30.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,1,11,,,,,,,,,,,,,,,,,,,211.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,1,12,,,,,,,,,,,,,,,,,,,-147.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,1,13,,,,,,,,,,,,,,,,,,,33.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,1,17,,,,,,,,,,,,,,,,,,,28.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,1,25,,,,,,,,,,,,,,,,,,,15.979999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,2,1,,,,,,,,,,,,,,,,,,,23.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,2,9,,,,,,,,,,,,,,,,,,,39.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,2,17,,,,,,,,,,,,,,,,,,,24.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,2,25,,,,,,,,,,,,,,,,,,,29.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,1,,,,,,,,,,,,,,,,,,,38.839999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,9,,,,,,,,,,,,,,,,,,,49.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,17,,,,,,,,,,,,,,,,,,,28.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,3,25,,,,,,,,,,,,,,,,,,,48.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,1,,,,,,,,,,,,,,,,,,,47.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,9,,,,,,,,,,,,,,,,,,,49.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,17,,,,,,,,,,,,,,,,,,,35.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,4,25,,,,,,,,,,,,,,,,,,,40.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,1,,,,,,,,,,,,,,,,,,,58.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,9,,,,,,,,,,,,,,,,,,,56.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,17,,,,,,,,,,,,,,,,,,,55.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,5,25,,,,,,,,,,,,,,,,,,,55.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,1,,,,,,,,,,,,,,,,,,,48.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,9,,,,,,,,,,,,,,,,,,,66.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,17,,,,,,,,,,,,,,,,,,,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,6,25,,,,,,,,,,,,,,,,,,,69.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,1,,,,,,,,,,,,,,,,,,,74.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,9,,,,,,,,,,,,,,,,,,,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,17,,,,,,,,,,,,,,,,,,,78.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,7,25,,,,,,,,,,,,,,,,,,,66.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,8,1,,,,,,,,,,,,,,,,,,,71.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
