YEAR,MONTH,DAY,ACMH,ACSH,ADPT,ASLP,ASTP,AWBT,AWND,FMTM,PGTM,PRCP,PSUN,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT12,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03
1973,11,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,,,,,,-9.0,,,,,,,,,,-9.0,,,,,
1973,11,19,100.0,100.0,,,,,,,318.0,112.0,17.0,,,,0.0,0.0,,55.04,46.94,96.0,,,,,,,,,,144.0,116.0,999.0,999.0,,,,,,999.0,,,,,,,,1.0,,999.0,,,,,
1973,11,20,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,-999.0,,,,,,,,,,-999.0,,,,,
1973,11,22,100.0,100.0,,,,,,,242.0,137.0,4.0,,,,0.0,0.0,,48.02,42.08,24.0,,,,,,,,,,164.0,125.0,9999.0,9999.0,,,,,,9999.0,,,,,,,,1.0,,9999.0,,,,,
1973,11,23,,,,,,,,,,,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,-99.0,,,,,,-99.0,,,,,,,,,,-99.0,,,,,
1973,11,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,,,,,,,,,99.0,,,,,
1973,11,25,50.0,70.0,,,,,,,154.0,53.0,34.0,,,,0.0,0.0,,51.98,33.98,192.0,,,,225.0,225.0,,,,,118.0,76.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,,1.0,,-9999.0,,,,,
1973,11,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-9.0,,,,,,-9.0,,,,,,,,,,-9.0,,,,,
1973,11,27,70.0,70.0,,,,,,,606.0,0.0,46.0,,,,0.0,0.0,,50.0,33.08,264.0,,,,,,,,,,57.0,45.0,1.0,999.0,,,,,,999.0,,,,,,,,999.0,,999.0,,,,,
1973,11,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,-999.0,,,,,,-999.0,,,,,,,,,,-999.0,,,,,
1973,11,30,90.0,100.0,,,,,,,2112.0,41.0,20.0,,,,0.0,0.0,,48.02,33.08,108.0,,,,,,,,,,139.0,89.0,9999.0,9999.0,,,,,,9999.0,,,,,,,,1.0,,9999.0,,,,,
1973,11,31,,,,,,,,,,,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-99.0,,,,,,-99.0,,,,,,,,,,-99.0,,,,,
1973,12,1,90.0,80.0,,,,,,,1324.0,3.0,47.0,,,,0.0,0.0,,51.08,44.06,258.0,,,,180.0,180.0,,,,,113.0,98.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,,1.0,,,,,,,
1973,12,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,,,,,,-9.0,,,,,,,,,,,,,,,
1973,12,3,90.0,100.0,,,,,,,648.0,,3.0,,,,0.0,0.0,,48.92,44.06,18.0,,,,,,,,,,103.0,76.0,999.0,999.0,,,,,,999.0,,,,,,,,1.0,,,,,,,
1973,12,4,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,,,,,,-999.0,,,,,,,,,,,,,,,
1973,12,6,100.0,100.0,,,,,,,2230.0,0.0,0.0,,,,0.0,0.0,,44.06,39.02,0.0,,,,,,,,,,57.0,40.0,1.0,9999.0,,,,,,9999.0,,,,,,,,9999.0,,,,,,,
1973,12,7,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-99.0,,,,,,-99.0,,,,,,,,,,,,,,,
1973,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,,,,,,,,,,,,,,
1973,12,9,100.0,100.0,,,,,,,354.0,10.0,0.0,,,,0.0,0.0,,48.92,44.06,0.0,,,,135.0,135.0,,,,,123.0,94.0,1.0,-9999.0,,,,,,-9999.0,,,,,,,,1.0,,,,,,,
1973,12,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-9.0,,,,,,-9.0,,,,,,,,,,,,,,,
1973,12,11,80.0,90.0,,,,,,,130.0,180.0,12.0,,,,0.0,0.0,,55.94,39.02,60.0,,,,,,,,,,108.0,80.0,1.0,999.0,,,,,,999.0,,,,,,,,1.0,,,,,,,
1973,12,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,
1973,12,14,80.0,70.0,,,,,,,1212.0,0.0,82.0,,,,0.0,0.0,,53.06,30.02,432.0,,,,,,,,,,118.0,94.0,9999.0,9999.0,,,,,,9999.0,,,,,,,,9999.0,,,,,,,
1973,12,15,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-99.0,-99.0,,,,,,-99.0,,,,,,,,,,,,,,,
1973,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,99.0,,,,,,,,,,,,,,,
1973,12,17,100.0,90.0,,,,,,,1324.0,86.0,14.0,,,,0.0,0.0,,51.98,42.08,72.0,,,,180.0,180.0,,,,,185.0,130.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,,1.0,,,,,,,
1973,12,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,,,,,,-9.0,,,,,,,,,,,,,,,
1973,12,19,100.0,100.0,,,,,,,624.0,236.0,0.0,,,,0.0,0.0,,50.0,42.08,0.0,,,,,,,,,,139.0,98.0,999.0,999.0,,,,,,999.0,,,,,,,,1.0,,,,,,,
1973,12,20,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,-999.0,,,,,,,,,,,,,,,
1973,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,
1973,12,22,100.0,100.0,,,,,,,2230.0,91.0,0.0,,,,0.0,0.0,,48.92,42.980000000000004,0.0,,,,,,,,,,98.0,76.0,1.0,9999.0,,,,,,9999.0,,,,,,,,1.0,,,,,,,
1973,12,23,,,,,,,,,,,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,-99.0,,,,,,-99.0,,,,,,,,,,,,,,,
1973,12,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,,,,,,,,,,,,,,
1973,12,25,100.0,100.0,,,,,,,512.0,170.0,0.0,,,,0.0,0.0,,55.04,48.02,0.0,,,,180.0,180.0,,,,,93.0,63.0,1.0,-9999.0,,,,,,-9999.0,,,,,,,,1.0,,,,,,,
1973,12,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-9.0,,,,,,-9.0,,,,,,,,,,,,,,,
1973,12,27,90.0,90.0,,,,,,,18.0,109.0,21.0,,,,0.0,0.0,,53.06,44.96,108.0,,,,,,,,,,113.0,72.0,999.0,999.0,,,,,,999.0,,,,,,,,1.0,,,,,,,
1973,12,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,
1973,12,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1973,12,30,90.0,100.0,,,,,,,836.0,163.0,12.0,,,,0.0,0.0,,50.0,39.92,60.0,,,,,,,,,,144.0,107.0,9999.0,9999.0,,,,,,9999.0,,,,,,,,1.0,,,,,,,
1973,12,31,,,,,,,,,,,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-99.0,,,,,,-99.0,,,,,,,,,,,,,,,
1974,1,1,0.0,0.0,,,,,,,1236.0,0.0,100.0,,,,0.0,0.0,,37.94,24.98,528.0,,,,45.0,90.0,,,,,129.0,107.0,-9999.0,-9999.0,,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,
1974,1,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,,-9.0,,-9.0,,,,,,,,,,-9.0,,-9.0,,,,,
1974,1,3,50.0,70.0,,,,,,,218.0,0.0,41.0,,,,0.0,0.0,,30.92,19.04,222.0,,,,,,,,,,231.0,179.0,999.0,999.0,,999.0,,999.0,,,,,,,,,,999.0,,999.0,,,,,
1974,1,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,-999.0,,-999.0,,-999.0,,,,,,,,,,-999.0,,-999.0,,,,,
1974,1,6,10.0,10.0,,,,,,,1712.0,0.0,100.0,,,,0.0,0.0,,33.08,19.04,528.0,,,,,,,,,,190.0,139.0,9999.0,9999.0,,9999.0,,9999.0,,,,,,,,,,9999.0,,9999.0,,,,,
1974,1,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-99.0,-99.0,,-99.0,,-99.0,,,,,,,,,,-99.0,,-99.0,,,,,
1974,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,99.0,,99.0,,,,,,,,,,99.0,,99.0,,,,,
1974,1,9,0.0,0.0,,,,,,,1230.0,0.0,100.0,,,,0.0,0.0,,33.08,17.96,534.0,,,,90.0,90.0,,,,,139.0,103.0,-9999.0,-9999.0,,-9999.0,,-9999.0,,,,,,,,,,-9999.0,,-9999.0,,,,,
1974,1,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,-9.0,-9.0,,-9.0,,-9.0,,,,,,,,,,-9.0,,-9.0,,,,,
1974,1,11,0.0,0.0,,,,,,,354.0,0.0,100.0,,,,0.0,0.0,,30.92,50.0,534.0,,,,,,,,,,108.0,80.0,999.0,999.0,,999.0,,999.0,,,,,,,,,,999.0,,999.0,,,,,
1974,1,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,-999.0,,-999.0,,-999.0,,,,,,,,,,-999.0,,-999.0,,,,,
1974,1,14,20.0,30.0,,,,,,,1854.0,0.0,100.0,,,,0.0,0.0,,28.94,12.020000000000003,534.0,,,,,,,,,,77.0,58.0,9999.0,9999.0,,9999.0,,9999.0,,,,,,,,,,9999.0,,9999.0,,,,,
1974,1,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,-99.0,-99.0,,-99.0,,-99.0,,,,,,,,,,-99.0,,,,,,,
1974,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,99.0,,99.0,,,,,,,,,,99.0,,,,,,,
1974,1,17,80.0,100.0,,,,,,,1912.0,5.0,47.0,,,,0.0,0.0,,28.04,15.979999999999997,252.0,,,,135.0,135.0,,,,,139.0,112.0,-9999.0,-9999.0,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,
1974,1,18,,,,,,,,,,0.0,,,,,,0.0,,32.0,32.0,,,,,,,,,,,,,,-9.0,,0.0,,,,,,,,,,,,,,,,,,,
1974,1,19,100.0,100.0,,,,,,,430.0,145.0,0.0,,,,,,,35.96,23.0,0.0,,,,,,,,,,118.0,89.0,1.0,999.0,,1.0,,1.0,,,,,,,,,,1.0,,999.0,,,,,
1974,1,20,,,,,,,,,,,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,-999.0,,,,,
1974,1,22,100.0,90.0,,,,,,,2342.0,381.0,38.0,,,,0.0,0.0,,60.08,42.980000000000004,204.0,,,,,,,,,,180.0,116.0,9999.0,9999.0,,9999.0,,9999.0,,,,,,,,,,1.0,,9999.0,,,,,
1974,1,23,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-99.0,,-99.0,,-99.0,,,,,,,,,,,,-99.0,,,,,
1974,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,99.0,,,,,,,,,,,,99.0,,,,,
1974,1,25,90.0,100.0,,,,,,,1424.0,259.0,7.0,,,,0.0,0.0,,55.94,42.08,36.0,,,,225.0,225.0,,,,,170.0,134.0,1.0,-9999.0,,-9999.0,,-9999.0,,,,,,,,,,1.0,,-9999.0,,,,,
1974,1,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-9.0,,-9.0,,-9.0,,,,,,,,,,,,-9.0,,,,,
1974,1,27,70.0,70.0,,,,,,,318.0,,49.0,,,,0.0,0.0,,51.08,33.98,270.0,,,,,,,,,,82.0,72.0,999.0,999.0,,999.0,,999.0,,,,,,,,,,1.0,,999.0,,,,,
1974,1,28,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,-999.0,,-999.0,,-999.0,,,,,,,,,,,,-999.0,,,,,
1974,1,30,100.0,100.0,,,,,,,1648.0,,32.0,,,,0.0,0.0,,46.04,35.96,180.0,,,,,,,,,,62.0,49.0,9999.0,9999.0,,9999.0,,9999.0,,,,,,,,,,1.0,,9999.0,,,,,
1974,1,31,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,,,,,,,,,,,,,,,-99.0,,-99.0,,-99.0,,,,,,,,,,,,-99.0,,,,,
1974,2,1,80.0,90.0,,,,,,,148.0,15.0,33.0,,,,0.0,0.0,,51.08,37.94,192.0,,,,225.0,225.0,,,,,118.0,85.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,,1.0,,-9999.0,,,,,
1974,2,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,,,,,,-9.0,,,,,,,,,,-9.0,,,,,
1974,2,3,100.0,100.0,,,,,,,248.0,0.0,3.0,,,,0.0,0.0,,48.92,42.08,18.0,,,,,,,,,,108.0,80.0,999.0,999.0,,,,,,999.0,,,,,,,,999.0,,999.0,,,,,
1974,2,4,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,-999.0,,,,,,,,,,-999.0,,,,,
1974,2,6,90.0,90.0,,,,,,,1518.0,5.0,26.0,,,,0.0,0.0,,48.02,39.92,156.0,,,,,,,,,,108.0,85.0,9999.0,9999.0,,,,,,9999.0,,,,,,,,1.0,,9999.0,,,,,
1974,2,7,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-99.0,-99.0,,,,,,-99.0,,,,,,,,,,-99.0,,,,,
1974,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,99.0,,,,,,,,,,99.0,,,,,
1974,2,9,80.0,100.0,,,,,,,1224.0,0.0,5.0,,,,0.0,0.0,,44.06,30.02,30.0,,,,90.0,90.0,,,,,51.0,125.0,1.0,1.0,,,,,,1.0,,,,,,,,-9999.0,,-9999.0,,,,,
1974,2,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,,-9.0,,,,,
1974,2,11,40.0,60.0,,,,,,,200.0,0.0,36.0,,,,0.0,0.0,,46.94,30.02,216.0,,,,,,,,,,41.0,22.0,1.0,1.0,,,,,,1.0,,,,,,,,999.0,,999.0,,,,,
1974,2,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-999.0,,-999.0,,,,,
1974,2,14,80.0,100.0,,,,,,,1206.0,0.0,0.0,,,,0.0,0.0,,37.94,30.02,0.0,,,,,,,,,,31.0,22.0,1.0,1.0,,,,,,1.0,,,,,,,,9999.0,,9999.0,,,,,
1974,2,15,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.0,,-99.0,,,,,
1974,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,,
1974,2,17,100.0,100.0,,,,,,,1312.0,10.0,0.0,,,,0.0,0.0,,39.92,35.06,0.0,,,,90.0,90.0,,,,,51.0,40.0,1.0,-9999.0,,,,,,1.0,,,,,,,,1.0,,-9999.0,,,,,
1974,2,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,,,-9.0,,,,,
1974,2,19,100.0,100.0,,,,,,,218.0,10.0,19.0,,,,0.0,0.0,,50.0,37.94,120.0,,,,,,,,,,134.0,112.0,1.0,999.0,,,,,,1.0,,,,,,,,1.0,,999.0,,,,,
1974,2,20,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,-999.0,,,,,
1974,2,22,90.0,80.0,,,,,,,618.0,10.0,46.0,,,,0.0,0.0,,55.94,42.980000000000004,288.0,,,,,,,,,,123.0,80.0,9999.0,9999.0,,,,,,9999.0,,,,,,,,1.0,,9999.0,,,,,
1974,2,23,,,,,,,,,,,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,-99.0,,,,,,-99.0,,,,,,,,,,-99.0,,,,,
1974,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,99.0,,,,,,,,,,99.0,,,,,
1974,2,25,90.0,100.0,,,,,,,930.0,30.0,3.0,,,,0.0,0.0,,48.02,42.08,18.0,,,,180.0,180.0,,,,,211.0,170.0,-9999.0,-9999.0,,,,,,-9999.0,,,,,,,,1.0,,-9999.0,,,,,
1974,2,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,,-9.0,,,,,,-9.0,,,,,,,,,,-9.0,,,,,
1974,2,27,100.0,100.0,,,,,,,18.0,41.0,4.0,,,,0.0,0.0,,46.94,41.0,24.0,,,,,,,,,,103.0,76.0,1.0,999.0,,,,,,999.0,,,,,,,,1.0,,999.0,,,,,
1974,2,28,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,-999.0,,,,,,-999.0,,,,,,,,,,-999.0,,,,,
1974,2,30,100.0,100.0,,,,,,,1236.0,20.0,15.0,,,,0.0,0.0,,46.94,41.0,96.0,,,,,,,,,,82.0,67.0,9999.0,9999.0,,,,,,9999.0,,,,,,,,1.0,,9999.0,,,,,
1974,2,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,-99.0,-99.0,,,,,,-99.0,,,,,,,,,,-99.0,,,,,
1974,3,1,100.0,100.0,,,,,,,1224.0,53.0,40.0,,,,0.0,0.0,,51.08,42.08,270.0,,,,180.0,180.0,,,,,288.0,224.0,-9999.0,-9999.0,,-9999.0,,,,-9999.0,,,,,,,,1.0,,-9999.0,,,,,
1974,3,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,,,,,,-9.0,,,,,,,,,,,,,,,
1974,3,3,90.0,90.0,,,,,,,142.0,84.0,39.0,,,,,0.0,,44.96,35.06,258.0,,,,,,,,,,108.0,76.0,999.0,999.0,,1.0,,,,999.0,,,,,,,,1.0,,1.0,,,,,
1974,3,4,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,-999.0,-999.0,,,,,,-999.0,,,,,,,,,,,,,,,
1974,3,6,100.0,100.0,,,,,,,1236.0,30.0,3.0,,,,0.0,0.0,,51.98,42.980000000000004,18.0,,,,,,,,,,139.0,103.0,9999.0,9999.0,,9999.0,,,,9999.0,,,,,,,,1.0,,9999.0,,,,,
1974,3,7,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-99.0,-99.0,,,,,,-99.0,,,,,,,,,,-99.0,,,,,
1974,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,,,,,99.0,,,,,,,,,,99.0,,,,,
1974,3,9,70.0,80.0,,,,,,,1506.0,5.0,60.0,,,,0.0,0.0,,42.980000000000004,30.92,408.0,,,,315.0,315.0,,,,,82.0,67.0,-9999.0,-9999.0,,-9999.0,,,,-9999.0,,,,,,,,1.0,,1.0,,,,,
1974,3,10,,,,,,,,,,0.0,,,,,,0.0,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,3,11,60.0,70.0,,,,,,,712.0,5.0,57.0,,,,,0.0,,44.06,24.98,396.0,,,,,,,,,,98.0,80.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,,,
1974,3,12,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,
1974,3,14,100.0,100.0,,,,,,,312.0,8.0,35.0,,,,0.0,0.0,,57.92,42.980000000000004,246.0,,,,,,,,,,98.0,85.0,9999.0,9999.0,,9999.0,,,,9999.0,,,,,,,,1.0,,9999.0,,,,,
1974,3,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,-99.0,-99.0,,-99.0,,,,-99.0,,,,,,,,,,-99.0,,,,,
1974,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,,99.0,,,,99.0,,,,,,,,,,99.0,,,,,
1974,3,17,90.0,90.0,,,,,,,1930.0,76.0,60.0,,,,0.0,0.0,,60.980000000000004,41.0,420.0,,,,225.0,180.0,,,,,123.0,89.0,-9999.0,-9999.0,,-9999.0,,,,-9999.0,,,,,,,,1.0,,-9999.0,,,,,
1974,3,18,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,,,,,,-9.0,,,,,,,,,,,,,,,
1974,3,19,100.0,90.0,,,,,,,836.0,84.0,58.0,,,,,0.0,,48.92,39.02,408.0,,,,,,,,,,221.0,156.0,999.0,999.0,,1.0,,,,999.0,,,,,,,,1.0,,1.0,,,,,
1974,3,20,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,-999.0,,,,,,-999.0,,,,,,,,,,,,,,,
1974,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,
1974,3,22,100.0,100.0,,,,,,,2136.0,107.0,0.0,,,,0.0,0.0,,46.04,42.08,0.0,,,,,,,,,,103.0,80.0,1.0,9999.0,,9999.0,,,,9999.0,,,,,,,,1.0,,9999.0,,,,,
1974,3,23,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,-99.0,,-99.0,,,,-99.0,,,,,,,,,,-99.0,,,,,
1974,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,99.0,,,,99.0,,,,,,,,,,99.0,,,,,
1974,3,25,90.0,100.0,,,,,,,1318.0,41.0,0.0,,,,0.0,0.0,,59.0,44.96,0.0,,,,180.0,180.0,,,,,118.0,89.0,-9999.0,-9999.0,,-9999.0,,,,-9999.0,,,,,,,,1.0,,-9999.0,,,,,
1974,3,26,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,,-9.0,,,,-9.0,,,,,,,,,,-9.0,,,,,
1974,3,27,60.0,90.0,,,,,,,12.0,0.0,17.0,,,,0.0,0.0,,55.94,37.04,120.0,,,,,,,,,,57.0,40.0,999.0,999.0,,999.0,,,,999.0,,,,,,,,999.0,,999.0,,,,,
1974,3,28,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,-999.0,,,,-999.0,,,,,,,,-999.0,,-999.0,,,,,
1974,3,30,50.0,70.0,,,,,,,1412.0,0.0,68.0,,,,0.0,0.0,,62.959999999999994,37.94,492.0,,,,,,,,,,87.0,58.0,1.0,1.0,,9999.0,,,,9999.0,,,,,,,,9999.0,,9999.0,,,,,
1974,3,31,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,,,-99.0,,,,-99.0,,,,,,,,-99.0,,-99.0,,,,,
1974,4,1,100.0,100.0,,,,,,,1112.0,84.0,13.0,,,,0.0,0.0,,53.96,42.980000000000004,102.0,,,,270.0,270.0,,,,,180.0,143.0,-9999.0,-9999.0,1.0,,,,,-9999.0,,,,,,,,1.0,,,,,,,
1974,4,2,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,,,,,,-9.0,,,,,,,,,,,,,,,
1974,4,3,100.0,100.0,,,,,,,342.0,25.0,8.0,,,,0.0,0.0,,50.0,44.06,60.0,,,,,,,,,,118.0,89.0,999.0,999.0,999.0,,,,,999.0,,,,,,,,1.0,,,,,,,
1974,4,4,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,-999.0,-999.0,,,,,-999.0,,,,,,,,,,,,,,,
1974,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,
1974,4,6,100.0,100.0,,,,,,,1636.0,69.0,0.0,,,,0.0,0.0,,46.94,42.08,0.0,,,,,,,,,,108.0,80.0,1.0,9999.0,9999.0,,,,,9999.0,,,,,,,,1.0,,,,,,,
1974,4,7,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,,-99.0,-99.0,,,,,-99.0,,,,,,,,,,,,,,,
1974,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,99.0,,,,,,,,,,,,,,,
1974,4,9,100.0,100.0,,,,,,,1812.0,5.0,13.0,,,,0.0,0.0,,55.94,44.06,102.0,,,,225.0,225.0,,,,,108.0,80.0,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,,,1.0,,,,,,,
1974,4,10,,,,,,,,,,0.0,,,,,0.0,0.0,,32.0,32.0,,,,,,,,,,,,,-9.0,-9.0,-9.0,,,,,-9.0,,,,,,,,,,,,,,,
1974,4,11,100.0,90.0,,,,,,,30.0,0.0,59.0,,,,0.0,0.0,,60.980000000000004,46.04,462.0,,,,,,,,,,77.0,54.0,999.0,999.0,999.0,,,,,999.0,,,,,,,,999.0,,,,,,,
1974,4,12,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,-999.0,-999.0,-999.0,,,,,-999.0,,,,,,,,,,,,,,,
1974,4,14,100.0,100.0,,,,,,,906.0,66.0,0.0,,,,0.0,0.0,,48.92,44.06,0.0,,,,,,,,,,103.0,76.0,9999.0,9999.0,9999.0,,,,,9999.0,,,,,,,,1.0,,,,,,,
1974,4,15,,,,,,,,,,0.0,,,,,0.0,0.0,,,32.0,,,,,,,,,,,,,-99.0,-99.0,-99.0,,,,,-99.0,,,,,,,,,,,,,,,
1974,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,99.0,99.0,,,,,99.0,,,,,,,,,,,,,,,
1974,4,17,80.0,80.0,,,,,,,1612.0,28.0,24.0,,,,0.0,0.0,,57.92,39.92,192.0,,,,270.0,270.0,,,,,149.0,107.0,-9999.0,-9999.0,-9999.0,,,,,-9999.0,,,,,,,,1.0,,,,,,,
