YEAR,MONTH,DAY,TMAX,TMIN,PRCP,SNOW,SNWD,TAVG
1994,8,17,91.94,61.88,23.0,,,74.12
1994,8,19,211.82,63.86,,,,
1994,8,20,37.94,,,,,
1994,8,21,,,9.0,,,
1994,8,22,86.9,55.94,,,,
1994,8,24,49.82,,,,,
1994,8,25,-1767.8200000000002,63.86,0.0,,,78.44
1994,8,27,96.98,59.9,,,,
1994,8,30,89.96000000000001,62.959999999999994,,,,
1994,9,1,,,,,,-1767.8200000000002
1994,9,2,,,,,,30.38
1994,9,3,,,,,,211.82
1994,9,4,,,,,,-147.82
1994,9,6,,,,,,1831.82
1994,9,7,,,,,,14.18
1994,9,8,,,,,,49.82
1994,9,9,,,,,,-1767.8200000000002
1994,9,10,,,,,,30.38
1994,9,11,,,,,,211.82
1994,9,12,,,,,,-147.82
1994,9,14,,,,,,1831.82
1994,9,15,,,,,,14.18
1994,9,16,,,,,,49.82
1994,9,17,,,,,,-1767.8200000000002
1994,9,18,,,,,,30.38
1994,9,19,,,,,,211.82
1994,9,20,,,,,,-147.82
1994,9,22,,,,,,1831.82
1994,9,23,,,,,,14.18
1994,9,24,,,,,,49.82
1994,9,25,,,,,,-1767.8200000000002
1994,9,26,,,,,,30.38
1994,9,27,,,,,,211.82
1994,9,28,,,,,,-147.82
1994,9,30,,,,,,1831.82
1994,9,31,,,,,,14.18
1994,10,1,,,,,,-1767.8200000000002
1994,10,2,,,,,,30.38
1994,10,3,,,,,,211.82
1994,10,4,,,,,,-147.82
1994,10,6,,,,,,1831.82
1994,10,7,,,,,,14.18
1994,10,8,,,,,,49.82
1994,10,9,,,,,,-1767.8200000000002
1994,10,10,,,,,,30.38
1994,10,11,,,,,,211.82
1994,10,12,,,,,,-147.82
1994,10,14,,,,,,1831.82
1994,10,15,,,,,,14.18
1994,10,16,,,,,,49.82
1994,10,17,,,,,,-1767.8200000000002
1994,10,18,,,,,,30.38
1994,10,19,,,,,,211.82
1994,10,20,,,,,,-147.82
1994,10,22,,,,,,1831.82
1994,10,23,,,,,,14.18
1994,10,24,,,,,,49.82
1994,10,25,,,,,,-1767.8200000000002
1994,10,26,,,,,,30.38
1994,10,27,,,,,,211.82
1994,10,28,,,,,,-147.82
1994,10,30,,,,,,1831.82
1994,10,31,,,,,,14.18
1994,11,1,,,,,,-1767.8200000000002
1994,11,2,,,,,,30.38
1994,11,3,,,,,,211.82
1994,11,4,,,,,,-147.82
1994,11,6,,,,,,1831.82
1994,11,7,,,,,,14.18
1994,11,8,,,,,,49.82
1994,11,9,,,,,,-1767.8200000000002
1994,11,10,,,,,,30.38
1994,11,11,,,,,,211.82
1994,11,12,,,,,,-147.82
1994,11,13,,,,,,33.62
1994,11,16,,,,,,49.82
1994,11,17,,,,,,50.18
1994,11,19,,,,,,211.82
1994,11,20,,,,,,-147.82
1994,11,22,,,,,,1831.82
1994,11,23,,,,,,14.18
1994,11,24,,,,,,49.82
1994,11,25,,,,,,-1767.8200000000002
1994,11,26,,,,,,30.38
1994,11,27,,,,,,211.82
1994,11,28,,,,,,31.64
1994,12,1,,,,,,-1767.8200000000002
1994,12,2,,,,,,30.38
1994,12,3,,,,,,211.82
1994,12,4,,,,,,-147.82
1994,12,6,,,,,,1831.82
1994,12,7,,,,,,14.18
1994,12,8,,,,,,49.82
1994,12,9,,,,,,-1767.8200000000002
1994,12,17,,,,,,36.5
1994,12,24,,,,,,49.82
1994,12,25,,,,,,-1767.8200000000002
1994,12,26,,,,,,30.38
1994,12,27,,,,,,211.82
1994,12,28,,,,,,-147.82
1994,12,30,,,,,,1831.82
1994,12,31,,,,,,14.18
1995,2,1,,-1767.8200000000002,,,,-1767.8200000000002
1995,2,2,,30.38,,,,30.38
1995,2,3,,211.82,,,,211.82
1995,2,4,,-147.82,,,,-147.82
1995,2,6,,1831.82,,,,1831.82
1995,2,7,,14.18,,,,14.18
1995,2,8,,49.82,,,,49.82
1995,2,9,,-1767.8200000000002,,,,-1767.8200000000002
1995,2,11,,23.0,,,,
1995,2,14,,1831.82,,,,1831.82
1995,2,15,,14.18,,,,14.18
1995,2,16,,49.82,,,,49.82
1995,2,17,,-1767.8200000000002,,,,-1767.8200000000002
1995,2,18,,30.38,,,,30.38
1995,2,19,,211.82,,,,211.82
1995,2,20,,-147.82,,,,-147.82
1995,2,22,,1831.82,,,,1831.82
1995,2,23,,14.18,,,,14.18
1995,2,24,,49.82,,,,49.82
1995,2,25,,-1767.8200000000002,,,,-1767.8200000000002
1995,2,26,,30.38,,,,30.38
1995,2,27,,211.82,,,,211.82
1995,2,28,,-147.82,,,,-147.82
1995,2,30,,1831.82,,,,1831.82
1995,2,31,,14.18,,,,14.18
1995,3,1,17.96,6.979999999999997,3.0,0.0,0.0,
1995,3,2,,,,,,
1995,3,3,21.92,55.04,,999.0,999.0,
1995,3,4,,,,-999.0,-999.0,
1995,3,6,55.94,24.98,0.0,9999.0,9999.0,
1995,3,7,,,,-99.0,-99.0,
1995,3,8,,,,99.0,99.0,
1995,3,9,32.0,6.979999999999997,33.0,-9999.0,-9999.0,
1995,3,10,,,,-9.0,-9.0,
1995,3,11,35.96,60.98,0.0,999.0,999.0,
1995,3,12,,,,-999.0,-999.0,
1995,3,14,66.02,35.96,0.0,9999.0,9999.0,
1995,3,15,,,,-99.0,-99.0,
1995,3,16,,,,99.0,99.0,
1995,3,17,75.02,44.06,0.0,-9999.0,-9999.0,
1995,3,18,,,,-9.0,-9.0,
1995,3,19,59.0,35.96,0.0,999.0,999.0,
1995,3,20,,,,-999.0,-999.0,
1995,3,22,60.08,30.02,0.0,9999.0,9999.0,
1995,3,23,,,,-99.0,-99.0,
1995,3,24,,,,99.0,99.0,
1995,3,25,64.94,41.0,0.0,-9999.0,-9999.0,
1995,3,26,,,,-9.0,-9.0,
1995,3,27,64.94,30.02,5.0,999.0,999.0,
1995,3,28,,,,-999.0,-999.0,
1995,3,29,,,,,,
1995,3,30,57.92,33.08,0.0,9999.0,9999.0,
1995,3,31,,,,-99.0,-99.0,
1995,4,1,60.98,32.0,0.0,0.0,0.0,
1995,4,2,,,,,,
1995,4,3,60.98,35.96,13.0,,,
1995,4,4,,,,,,
1995,4,6,66.92,32.0,0.0,0.0,0.0,
1995,4,7,,,,,,
1995,4,8,,,,,,
1995,4,9,71.06,37.94,0.0,0.0,0.0,
1995,4,10,,,,,,
1995,4,11,71.96,46.04,0.0,,,
1995,4,12,,,,,,
1995,4,13,,,,,,
1995,4,14,39.92,28.94,13.0,9999.0,9999.0,
1995,4,15,,,,-99.0,-99.0,
1995,4,16,,,,99.0,99.0,
1995,4,17,32.0,17.06,8.0,-9999.0,-9999.0,
1995,4,18,,,,,,
1995,4,19,57.92,24.08,0.0,,,
1995,4,20,,,,,,
1995,4,22,66.92,30.92,0.0,0.0,0.0,
1995,4,23,,,,,,
1995,4,24,,,,,,
1995,4,25,53.06,33.08,0.0,-9999.0,-9999.0,
1995,4,26,,,,-9.0,-9.0,
1995,4,27,46.04,28.04,,999.0,999.0,
1995,4,28,,,,-999.0,-999.0,
1995,4,30,41.0,30.02,3.0,9999.0,9999.0,
1995,4,31,,,,,,
1995,5,1,50.0,30.02,0.0,-9999.0,-9999.0,
1995,5,2,,,,,,
1995,5,3,55.94,35.06,20.0,,,
1995,5,4,,,,,,
1995,5,6,62.959999999999994,33.98,,0.0,0.0,
1995,5,7,,,,,,
1995,5,8,,,,,,
1995,5,9,64.04,42.98,0.0,0.0,0.0,
1995,5,10,,,,,,
1995,5,11,57.92,39.02,152.0,999.0,999.0,
1995,5,12,,,,-999.0,-999.0,
1995,5,13,,,,9.0,9.0,
1995,5,14,53.96,42.08,,0.0,0.0,
1995,5,15,,,,,,
1995,5,16,,,,,,
1995,5,17,66.92,39.92,0.0,0.0,0.0,
1995,5,18,,,,,,
1995,5,19,64.04,42.98,,,,
1995,5,20,,,,,,
1995,5,22,62.959999999999994,33.08,0.0,0.0,0.0,
1995,5,23,,,,,,
1995,5,24,,,,,,
1995,5,25,68.0,48.02,56.0,0.0,0.0,
1995,5,26,,,,,,
1995,5,27,48.92,39.92,389.0,,,
1995,5,28,,,,,,
1995,5,30,66.92,42.98,74.0,0.0,0.0,
1995,5,31,,,,,,
1995,6,1,71.96,46.94,0.0,0.0,0.0,
1995,6,2,,,,,,
1995,6,3,75.92,48.02,66.0,,,
1995,6,4,,,,,,
1995,6,5,,,,9.0,9.0,
1995,6,6,62.059999999999995,48.92,20.0,0.0,0.0,
1995,6,7,,,,,,
1995,6,8,,,,,,
1995,6,9,78.08,50.0,0.0,0.0,0.0,
1995,6,10,,,,,,
1995,6,11,69.08,46.04,3.0,,,
1995,6,12,,,,,,
1995,6,13,,,,,,
1995,6,14,62.959999999999994,41.0,99.0,0.0,0.0,
1995,6,15,,,,,,
1995,6,16,,,,,,
1995,6,17,73.04,42.08,0.0,0.0,0.0,
1995,6,18,,,,,,
1995,6,19,82.94,53.96,0.0,,,
1995,6,20,,,,,,
1995,6,21,,,,,,
1995,6,22,89.96000000000001,59.0,3.0,0.0,0.0,
1995,6,23,,,,,,
1995,6,24,,,,,,
1995,6,25,84.91999999999999,53.96,0.0,0.0,0.0,
1995,6,26,,,,,,
1995,6,27,75.92,53.96,64.0,,,
1995,6,28,,,,,,
1995,6,29,,,,,,
1995,6,30,87.98,51.98,0.0,0.0,0.0,
1995,6,31,,,,,,
1995,7,1,69.98,46.04,0.0,0.0,0.0,
1995,7,2,32.0,32.0,0.0,,,
1995,7,3,75.92,51.08,,,,
1995,7,4,,,0.0,0.0,0.0,
1995,7,5,,,,,,
1995,7,6,69.08,51.98,30.0,0.0,0.0,
1995,7,7,,32.0,0.0,,,
1995,7,8,,,,,,
1995,7,9,87.08000000000001,59.0,0.0,0.0,0.0,
1995,7,10,32.0,32.0,0.0,,,
1995,7,11,93.02,59.0,0.0,,,
1995,7,12,,,0.0,0.0,0.0,
1995,7,13,,,,,,
1995,7,14,93.92,60.08,,0.0,0.0,
1995,7,15,,,0.0,,,
1995,7,16,,,,,,
1995,7,17,96.98,60.98,0.0,0.0,0.0,
1995,7,18,32.0,32.0,0.0,,,
1995,7,19,96.98,62.959999999999994,0.0,,,
1995,7,20,,,,0.0,0.0,
1995,7,21,,,,,,
1995,7,22,78.98,53.06,257.0,0.0,0.0,
1995,7,23,,,0.0,,,
1995,7,24,,,,,,
1995,7,25,77.0,57.02,0.0,0.0,0.0,
1995,7,26,32.0,32.0,0.0,,,
1995,7,27,82.04,55.94,183.0,999.0,999.0,
1995,7,28,,,0.0,,,
1995,7,29,,,,,,
1995,7,30,78.08,53.96,28.0,0.0,0.0,
1995,7,31,,,0.0,,,
1995,8,1,84.91999999999999,42.08,0.0,0.0,0.0,
1995,8,2,32.0,32.0,0.0,,,
1995,8,3,91.94,57.92,0.0,,,
1995,8,4,,,0.0,0.0,0.0,
1995,8,5,,,,,,
1995,8,6,87.98,57.92,3.0,0.0,0.0,
1995,8,7,,,0.0,,,
1995,8,8,,,,,,
1995,8,9,96.08,53.06,0.0,0.0,0.0,
1995,8,10,32.0,32.0,0.0,,,
1995,8,11,96.98,71.06,0.0,,,
1995,8,12,,,0.0,0.0,0.0,
1995,8,14,84.91999999999999,57.02,0.0,0.0,0.0,
1995,8,15,,,0.0,,,
1995,8,16,,,,,,
1995,8,17,96.98,64.94,3.0,0.0,0.0,
1995,8,18,32.0,32.0,0.0,,,
1995,8,19,93.02,59.0,0.0,,,
1995,8,20,,,0.0,0.0,0.0,
1995,8,22,73.04,55.04,0.0,0.0,0.0,
1995,8,23,,,0.0,,,
1995,8,24,,,,,,
1995,8,25,96.08,62.059999999999995,0.0,0.0,0.0,
1995,8,26,32.0,32.0,0.0,,,
1995,8,27,91.94,62.959999999999994,0.0,,,
1995,8,28,,,0.0,0.0,0.0,
1995,8,30,84.91999999999999,55.94,0.0,0.0,0.0,
1995,8,31,,,0.0,,,
1995,9,1,96.98,59.0,0.0,0.0,0.0,
1995,9,2,32.0,32.0,0.0,,,
1995,9,3,93.92,64.04,0.0,,,
1995,9,4,,,0.0,0.0,0.0,
1995,9,6,96.98,64.04,0.0,0.0,0.0,
1995,9,7,,,0.0,,,
1995,9,8,,,,,,
1995,9,9,82.04,57.92,0.0,0.0,0.0,
1995,9,10,32.0,32.0,,,,
1995,9,11,57.92,46.04,,,,
1995,9,12,,,0.0,0.0,0.0,
1995,9,13,,,,,,
1995,9,14,71.96,50.0,20.0,0.0,0.0,
1995,9,15,,,0.0,,,
1995,9,16,,,,,,
1995,9,17,78.08,51.08,0.0,0.0,0.0,
1995,9,18,32.0,32.0,0.0,,,
1995,9,19,78.98,48.02,0.0,,,
1995,9,20,,,0.0,0.0,0.0,
1995,9,21,,,,,,
1995,9,22,82.94,53.06,,0.0,0.0,
1995,9,23,,,0.0,,,
1995,9,24,,,,,,
1995,9,25,82.04,53.96,0.0,0.0,0.0,
1995,9,26,32.0,32.0,0.0,,,
1995,9,27,89.06,55.94,0.0,,,
1995,9,28,,,0.0,0.0,0.0,
1995,9,30,60.08,46.04,46.0,0.0,0.0,
1995,9,31,,,,,,
1995,10,1,66.92,41.0,0.0,0.0,0.0,
1995,10,2,32.0,32.0,0.0,,,
1995,10,3,60.08,37.04,,999.0,999.0,
1995,10,4,,,0.0,,,
1995,10,5,,,,,,
1995,10,6,53.96,39.02,23.0,0.0,0.0,
1995,10,7,,32.0,0.0,,,
1995,10,8,,,,,,
1995,10,9,59.0,26.06,0.0,0.0,0.0,
1995,10,10,32.0,32.0,0.0,,,
1995,10,11,71.06,33.08,0.0,,,
1995,10,12,,,0.0,0.0,0.0,
1995,10,14,66.92,35.96,0.0,0.0,0.0,
1995,10,15,,32.0,0.0,,,
1995,10,16,,,,,,
1995,10,17,82.04,44.96,0.0,0.0,0.0,
1995,10,18,32.0,32.0,0.0,,,
1995,10,19,82.04,44.06,0.0,,,
1995,10,20,,32.0,0.0,0.0,0.0,
1995,10,22,69.08,33.08,0.0,0.0,0.0,
1995,10,23,,32.0,0.0,,,
1995,10,24,,,,,,
1995,10,25,80.06,46.04,0.0,0.0,0.0,
1995,10,26,32.0,32.0,0.0,,,
1995,10,27,69.08,37.94,0.0,,,
1995,10,28,,,0.0,0.0,0.0,
1995,10,30,53.96,26.06,0.0,0.0,0.0,
1995,10,31,,,0.0,,,
1995,11,1,35.06,15.979999999999997,10.0,-9999.0,-9999.0,
1995,11,2,32.0,,0.0,-9.0,-9.0,
1995,11,3,26.06,53.96,,999.0,999.0,
1995,11,4,,,0.0,,,
1995,11,6,44.06,21.92,0.0,0.0,0.0,
1995,11,7,,,0.0,,,
1995,11,8,,,,,,
1995,11,9,59.0,30.02,0.0,0.0,0.0,
1995,11,10,32.0,32.0,0.0,,,
1995,11,11,50.0,23.0,0.0,,,
1995,11,12,,,0.0,0.0,0.0,
1995,11,14,66.92,30.02,0.0,0.0,0.0,
1995,11,15,32.0,,0.0,,,
1995,11,16,,,,99.0,99.0,
1995,11,17,60.08,10.94,0.0,0.0,0.0,
1995,11,18,32.0,32.0,0.0,,,
1995,11,19,60.98,37.94,0.0,,,
1995,11,20,,,,0.0,0.0,
1995,11,22,66.02,28.94,0.0,0.0,0.0,
1995,11,23,,,0.0,,,
1995,11,24,,,,,,
1995,11,25,69.08,41.0,0.0,0.0,0.0,
1995,11,26,32.0,32.0,0.0,,,
1995,11,27,62.959999999999994,26.96,0.0,,,
1995,11,28,,,0.0,0.0,0.0,
1995,11,30,62.059999999999995,30.02,0.0,0.0,0.0,
1995,11,31,32.0,32.0,0.0,,,
1995,12,1,69.08,39.92,0.0,0.0,0.0,
1995,12,2,32.0,32.0,0.0,,,
1995,12,3,66.02,35.06,0.0,,,
1995,12,4,,,0.0,0.0,0.0,
1995,12,6,62.959999999999994,30.02,0.0,0.0,0.0,
1995,12,7,32.0,,0.0,,,
1995,12,8,,,,,,
1995,12,9,42.98,19.94,0.0,0.0,0.0,
1995,12,10,32.0,32.0,,,,
1995,12,11,46.94,19.94,0.0,,,
1995,12,12,,,0.0,0.0,0.0,
1995,12,14,35.96,1.0400000000000027,0.0,0.0,0.0,
1995,12,15,,,0.0,,,
1995,12,16,,,,,,
1995,12,17,62.959999999999994,35.96,0.0,0.0,0.0,
1995,12,18,32.0,32.0,0.0,,,
1995,12,19,59.0,37.94,0.0,,,
1995,12,20,,,0.0,0.0,0.0,
1995,12,22,51.98,26.06,0.0,0.0,0.0,
1995,12,23,,,0.0,,,
1995,12,24,,,,,,
1995,12,25,44.06,26.96,0.0,0.0,0.0,
1995,12,26,32.0,32.0,0.0,,,
1995,12,27,30.02,24.08,13.0,999.0,999.0,
1995,12,28,,,0.0,-999.0,-999.0,
1995,12,29,,,,9.0,9.0,
1995,12,30,39.02,6.979999999999997,0.0,0.0,0.0,
1995,12,31,32.0,,0.0,,,
1996,1,1,28.04,17.06,5.0,0.0,0.0,
1996,1,2,32.0,,0.0,,,
1996,1,3,26.96,53.06,,,,
1996,1,4,,,0.0,0.0,0.0,
1996,1,5,,,,,,
1996,1,6,37.94,6.080000000000002,30.0,0.0,0.0,
1996,1,7,,,0.0,,,
1996,1,8,,,,,,
1996,1,9,28.04,-5.980000000000004,0.0,0.0,0.0,
1996,1,10,32.0,,0.0,,,
1996,1,11,44.06,57.02,0.0,,,
1996,1,12,,,0.0,0.0,0.0,
1996,1,14,51.08,26.06,0.0,0.0,0.0,
1996,1,15,,,0.0,,,
1996,1,16,,,,,,
1996,1,17,53.96,23.0,0.0,0.0,0.0,
1996,1,18,32.0,32.0,0.0,,,
1996,1,19,64.94,26.06,0.0,,,
1996,1,20,,32.0,0.0,0.0,0.0,
1996,1,22,60.08,30.02,0.0,0.0,0.0,
1996,1,23,,,0.0,,,
1996,1,24,,,,,,
1996,1,25,55.04,30.92,0.0,0.0,0.0,
1996,1,26,32.0,,0.0,,,
1996,1,27,44.96,62.059999999999995,8.0,,,
1996,1,28,,,0.0,0.0,0.0,
1996,1,30,42.08,5.0,0.0,0.0,0.0,
1996,1,31,32.0,,0.0,,,
1996,2,1,15.079999999999998,-11.019999999999996,0.0,,,
1996,2,2,,,,,,
1996,2,3,64.94,80.06,,,,
1996,2,4,,,0.0,,,
1996,2,6,55.94,1.9400000000000048,0.0,,,
1996,2,7,,,0.0,,,
1996,2,8,,,,,,
1996,2,9,60.08,35.06,0.0,,,
1996,2,10,32.0,32.0,0.0,,,
1996,2,11,62.059999999999995,35.96,0.0,,,
1996,2,12,,32.0,0.0,,,
1996,2,14,69.08,42.08,0.0,,,
1996,2,15,,,0.0,,,
1996,2,16,,,,,,
1996,2,17,51.08,15.079999999999998,0.0,,,
1996,2,18,32.0,32.0,0.0,,,
1996,2,19,60.08,19.04,0.0,,,
1996,2,20,,32.0,0.0,,,
1996,2,22,55.94,26.96,0.0,,,
1996,2,23,32.0,,0.0,,,
1996,2,24,,,,,,
1996,2,25,68.0,12.920000000000002,0.0,,,
1996,2,26,32.0,32.0,0.0,,,
1996,2,27,64.94,21.92,0.0,,,
1996,2,28,,,0.0,,,
1996,2,30,62.059999999999995,24.08,0.0,,,
1996,2,31,,,0.0,,,
1996,3,1,44.06,17.06,0.0,,,
1996,3,2,32.0,32.0,0.0,,,
1996,3,3,50.0,21.92,0.0,,,
1996,3,4,,,0.0,,,
1996,3,5,,,,,,
1996,3,6,60.08,32.0,0.0,,,
1996,3,7,,,0.0,,,
1996,3,8,,,,,,
1996,3,9,17.96,5.0,8.0,,,
1996,3,10,32.0,,0.0,,,
1996,3,11,30.02,57.92,0.0,,,
1996,3,12,,,0.0,,,
1996,3,14,60.98,19.04,0.0,,,
1996,3,15,,32.0,0.0,,,
1996,3,16,,,,,,
1996,3,17,68.0,41.0,0.0,,,
1996,3,18,32.0,32.0,0.0,,,
1996,3,19,59.0,28.94,0.0,,,
1996,3,20,,,,,,
1996,3,21,,,,,,
1996,3,22,33.98,26.06,94.0,,,
1996,3,23,32.0,,0.0,,,
1996,3,24,,,,,,
1996,3,25,46.04,30.92,0.0,,,
1996,3,26,32.0,32.0,0.0,,,
1996,3,27,39.92,28.94,8.0,,,
1996,3,28,,,0.0,,,
1996,3,30,42.08,19.94,0.0,,,
1996,3,31,,,0.0,,,
1996,4,1,73.04,32.0,0.0,,-9999.0,
1996,4,2,32.0,32.0,0.0,,-9.0,
1996,4,3,75.92,44.06,0.0,,999.0,
1996,4,4,,,0.0,,-999.0,
1996,4,5,,,,,,
1996,4,6,46.94,28.94,28.0,,9999.0,
1996,4,7,32.0,,0.0,,-99.0,
1996,4,8,,,,,99.0,
1996,4,9,64.94,33.08,0.0,,-9999.0,
1996,4,10,32.0,32.0,0.0,,-9.0,
1996,4,11,64.04,42.98,,,999.0,
1996,4,12,,,0.0,,-999.0,
1996,4,14,75.92,41.0,0.0,,9999.0,
1996,4,15,,32.0,0.0,,-99.0,
1996,4,16,,,,,99.0,
1996,4,17,60.98,35.96,3.0,,-9999.0,
1996,4,18,32.0,32.0,0.0,,-9.0,
1996,4,19,64.94,23.0,13.0,,999.0,
1996,4,20,,,,,-999.0,
1996,4,22,48.02,26.96,,,9999.0,
1996,4,23,,,0.0,,-99.0,
1996,4,24,,,,,99.0,
1996,4,25,73.04,39.92,0.0,,-9999.0,
1996,4,26,32.0,32.0,0.0,,-9.0,
1996,4,27,71.06,42.08,0.0,,999.0,
1996,4,28,,32.0,0.0,,,
1996,4,30,51.98,33.08,0.0,,9999.0,
1996,4,31,,,0.0,,-99.0,
1996,5,1,69.08,37.94,0.0,,-9999.0,
1996,5,2,32.0,32.0,0.0,,-9.0,
1996,5,3,71.96,37.94,0.0,,999.0,
1996,5,4,,,0.0,,-999.0,
1996,5,6,78.08,37.04,0.0,,9999.0,
1996,5,7,,32.0,0.0,,-99.0,
1996,5,8,,,,,99.0,
1996,5,9,71.96,41.0,0.0,,-9999.0,
1996,5,10,32.0,32.0,0.0,,-9.0,
1996,5,11,73.94,41.0,0.0,,999.0,
1996,5,12,,,0.0,,-999.0,
1996,5,13,,,,,,
1996,5,14,68.0,41.0,71.0,,9999.0,
1996,5,15,,32.0,0.0,,-99.0,
1996,5,16,,,,,99.0,
1996,5,17,80.06,44.96,0.0,,-9999.0,
1996,5,18,32.0,32.0,0.0,,-9.0,
1996,5,19,75.92,42.98,0.0,,999.0,
1996,5,20,,,0.0,,,
1996,5,22,87.08000000000001,53.96,0.0,,9999.0,
1996,5,23,,,0.0,,-99.0,
1996,5,24,,,,,99.0,
1996,5,25,93.02,51.98,0.0,,-9999.0,
1996,5,26,32.0,32.0,0.0,,-9.0,
1996,5,27,80.96,53.06,0.0,,999.0,
1996,5,28,,,0.0,,-999.0,
1996,5,29,,,,,,
1996,5,30,78.98,39.02,,,9999.0,
1996,5,31,,32.0,0.0,,-99.0,
1996,6,1,75.02,48.02,8.0,,-9999.0,
1996,6,2,32.0,32.0,0.0,,-9.0,
1996,6,3,73.94,46.04,0.0,,999.0,
1996,6,4,,,0.0,,-999.0,
1996,6,5,,,,,9.0,
1996,6,6,84.91999999999999,48.92,0.0,,0.0,
1996,6,7,,,0.0,,,
1996,6,8,,,,,99.0,
1996,6,9,75.02,48.02,0.0,,-9999.0,
1996,6,10,32.0,32.0,0.0,,-9.0,
1996,6,11,75.92,39.02,0.0,,999.0,
1996,6,12,,,0.0,,-999.0,
1996,6,13,,,,,,
1996,6,14,89.96000000000001,55.04,,,9999.0,
1996,6,15,,,0.0,,-99.0,
1996,6,16,,,,,99.0,
1996,6,17,87.98,55.04,0.0,,-9999.0,
1996,6,18,32.0,32.0,0.0,,-9.0,
1996,6,19,82.04,51.08,0.0,,999.0,
1996,6,20,,,0.0,,-999.0,
1996,6,22,82.94,51.08,,,9999.0,
1996,6,23,,,,,-99.0,
1996,6,24,,,,,99.0,
1996,6,25,78.08,48.92,13.0,,-9999.0,
1996,6,26,32.0,32.0,0.0,,-9.0,
1996,6,27,87.08000000000001,51.98,,,999.0,
1996,6,28,,,0.0,,-999.0,
1996,6,30,89.06,55.94,0.0,,9999.0,
1996,6,31,,,0.0,,-99.0,
1996,7,1,93.02,57.92,0.0,,,
1996,7,2,32.0,32.0,0.0,,,
1996,7,3,96.08,60.98,0.0,,,
1996,7,4,,,0.0,,,
1996,7,6,98.96,62.959999999999994,0.0,,,
1996,7,7,,,0.0,,,
1996,7,8,,,,,,
1996,7,9,91.04,62.059999999999995,0.0,,,
1996,7,10,32.0,32.0,0.0,,,
1996,7,11,93.02,57.92,0.0,,,
1996,7,12,,,0.0,,,
1996,7,13,,,,,,
1996,7,14,77.0,55.94,119.0,,,
1996,7,15,,,0.0,,,
1996,7,16,,,,,,
1996,7,17,91.04,62.059999999999995,0.0,,,
1996,7,18,32.0,32.0,0.0,,,
1996,7,19,84.02,55.94,66.0,,,
1996,7,20,,,0.0,,,
1996,7,22,80.96,51.98,0.0,,,
1996,7,23,,,0.0,,,
1996,7,24,,,,,,
1996,7,25,89.06,64.94,0.0,,,
1996,7,26,32.0,32.0,0.0,,,
1996,7,27,93.02,60.08,,,,
1996,7,28,,,0.0,,,
1996,7,29,,,,,,
1996,7,30,91.94,60.98,41.0,,,
1996,7,31,,,0.0,,,
1996,8,1,89.96000000000001,57.92,0.0,,,
1996,8,2,32.0,32.0,0.0,,,
1996,8,3,96.08,64.94,0.0,,,
1996,8,4,,,0.0,,,
1996,8,5,,,,,,
1996,8,6,89.96000000000001,55.04,3.0,,,
1996,8,7,,,0.0,,,
1996,8,8,,,,,,
1996,8,9,91.94,60.08,0.0,,,
1996,8,10,32.0,32.0,,,,
1996,8,11,80.96,51.98,0.0,,,
1996,8,12,,,0.0,,,
1996,8,13,,,,,,
1996,8,14,89.06,55.94,0.0,,,
1996,8,15,,,0.0,,,
1996,8,16,,,,,,
1996,8,17,91.04,53.06,0.0,,,
